x1,x2,l
6.408783193049137239e+00,1.630354252025145945e+00,0
4.385955949291667544e+00,5.737378278704672319e+00,0
1.674604487440536582e+00,4.400380587689182832e+00,0
6.216930024700046964e+00,2.926040757700905104e+00,0
3.600593529823323813e+00,1.863663895803117754e+00,0
3.264221033211455403e+00,7.401581488842204903e-01,0
4.805312175907415551e+00,3.772485502944884495e+00,0
5.346912278823537257e+00,1.802100394849517784e+00,0
3.375297198846993751e+00,5.098251191230163570e+00,0
2.807994993398124528e+00,3.891385849775322647e+00,0
5.829746257233121565e-01,3.504681534531054243e+00,0
1.422702754434133521e+00,2.608314430068091827e+00,0
2.925037954388630457e+00,5.082984176828786005e+00,0
6.402788503659559538e+00,5.161023068016194593e+00,0
5.056466191737601923e-01,5.862708095899946237e+00,0
7.053617425671232510e-01,1.309932594612064571e+00,0
6.994543759808697914e-01,4.879153317153997804e+00,0
4.064225105184447351e+00,4.871142583122061609e+00,0
4.021620578802602708e+00,5.641397724771943345e+00,0
6.737618639981040936e+00,5.010268092815993723e-01,0
2.193363388397152391e+00,1.620568538716121942e+00,0
3.595639458720258475e+00,5.975016510266902614e+00,0
4.198947887919926458e+00,3.632013551641531723e+00,0
2.227084755552862505e-01,5.385805541540407582e+00,0
6.776633156143375913e+00,3.357416076511779757e+00,0
5.150824206801195793e+00,5.978398285218903041e+00,0
3.900623486841326759e+00,2.436368851484970399e+00,0
1.101483491020681438e+00,5.758180143143798446e+00,0
1.135234042625568041e+00,1.275544754620048682e+00,1
4.489292435516053281e+00,5.190254268816190120e+00,0
1.133069361430759425e+00,4.511541733605998417e+00,0
6.513355434827801105e-01,2.201858089051877077e+00,0
5.018826612874303983e+00,3.351141862543960848e+00,0
1.621330840592238587e-01,4.253930905418538799e+00,0
2.702733471187690917e+00,3.543461028696544446e+00,0
6.590517634125401258e+00,1.894064834848659729e+00,0
4.509706934955040936e+00,5.064923682910967173e+00,0
3.052281803575319419e+00,3.898042023788151234e+00,0
6.032397744499784054e+00,3.853250520984933480e+00,0
4.940791029742373830e+00,4.862633638357936938e+00,0
4.493498338714259077e+00,2.793041578749637655e+00,0
3.768151748675470536e+00,1.012320132460007516e+00,0
2.069318452226013960e+00,1.145364418854385891e+00,0
5.264011000818823449e-01,7.959798421755285291e-01,0
1.637642148011651866e+00,1.394170743331073714e+00,0
2.670618302719071746e+00,2.856508195377733816e+00,0
1.364758556950260049e+00,4.863407971678485708e+00,0
3.748513562728585491e+00,2.754068401303120694e+00,0
5.195147842052017850e+00,5.669111207021233056e+00,0
1.820494564014112804e+00,2.923975660289656275e+00,0
6.927466414741821232e+00,5.524461427662461510e+00,0
3.172101895981717767e+00,2.940575054373423924e+00,0
4.817983141533548341e-01,1.907061539281604823e+00,0
2.360842665826259790e+00,9.535863815854181968e-01,0
4.341846631194492545e+00,5.746261717967243499e+00,0
5.349309769995906905e+00,6.257725264857976200e-01,0
5.091394851716713355e+00,1.423312961141763422e+00,0
6.660088446857230338e+00,4.124020806003287021e+00,0
2.742908249565348289e+00,1.849997092855481196e+00,0
1.781494110620712723e+00,3.271413486093072365e+00,0
7.750650926440560973e-01,2.191427429764816637e+00,0
6.433807673673543448e+00,3.838402335694141243e+00,0
5.057414722825424036e+00,5.027737210114301192e+00,0
6.792508311609498861e+00,2.666796854384025028e+00,0
3.313633759057919459e+00,5.846156555000184163e+00,0
7.012507262404332753e-01,2.362209732177265487e+00,0
4.614718380967718581e+00,3.512150031193532307e+00,0
6.318479297173724696e+00,3.282263696998783509e+00,0
6.590949840997087916e-01,4.549255055135565939e+00,0
5.021832243876691138e+00,5.581079835562706704e-01,0
4.887998570997589276e+00,5.175305166524147182e+00,0
6.801653793063694664e+00,3.668882579649632714e+00,0
2.326254140411144686e-02,3.566025781229876568e+00,0
1.701875788914157139e+00,5.784100246059206363e+00,0
1.274236226252699611e+00,1.038398836234617262e+00,0
1.875764320538774843e+00,3.619806928073559416e+00,0
1.131570813160860389e+00,4.442514059926781833e+00,0
1.177360077610737354e+00,5.457366041412949009e+00,0
3.017652788226059535e+00,5.395250825041452813e+00,0
3.214254949118064530e+00,7.536064012137713153e-01,0
6.890837307656357602e+00,1.307051568132858499e+00,0
2.512426652737953958e+00,5.056265195024633563e+00,0
5.473273550045955282e+00,4.206902125996671238e+00,0
4.953931693826568505e+00,5.180970950660150010e+00,0
1.273761117824108835e+00,6.089568871108519410e-01,0
4.353891908471861250e+00,2.521035371467688080e+00,0
5.677587233259552058e+00,3.217829175157742583e+00,0
5.634842113148854637e+00,7.591572785455671379e-01,0
5.563431523011995949e+00,2.916357444743036709e+00,0
6.590078161063507522e+00,2.352273640169360469e+00,0
4.853012576507760301e+00,2.371828512606231953e+00,0
2.448947825049202720e+00,2.849306675459009508e+00,0
6.085455126668994907e-01,2.484474467281873711e+00,0
5.046809268633101198e+00,3.815054748077185032e+00,0
1.193814433561920518e+00,5.892114022177436183e+00,0
2.881112421802309420e+00,2.221427620379197165e+00,0
3.113473289536947686e+00,8.259829641835220171e-01,0
1.122129336030417868e+00,1.653271601161389937e+00,0
6.982137046209859754e+00,2.846571638697683593e+00,0
4.282748218969861798e-01,1.534361391904456084e+00,0
5.063167205188924491e+00,1.641681555971107764e+00,0
2.273939734717283390e+00,1.971078156988632202e+00,0
4.916645031950364064e+00,2.610323770691603595e+00,0
6.596967942702709919e+00,5.756433882399685231e+00,0
2.793405141900993538e+00,1.356436518067710040e+00,0
3.144967130262883881e+00,4.932398180535669141e+00,0
2.480534281514755968e+00,5.492583630262930505e+00,0
1.302131583685095073e+00,5.189617845307533450e+00,0
5.957640764540125922e+00,2.360727783093447663e+00,0
4.504579414969115403e-01,1.919428868726503090e+00,0
4.065375101788413659e+00,1.609379144040187004e+00,0
6.580573831812839281e+00,4.891967876637138168e+00,0
1.962733250613972469e-01,7.027259044028841828e-01,0
4.649921384629968735e+00,1.205133346657814686e+00,0
8.265226912009467908e-01,3.471282307372661968e+00,0
5.788438246636278706e+00,3.332729369384218376e+00,0
3.971982110462774163e+00,1.646593962608303929e+00,0
6.838563968047867370e+00,4.114521368765815978e+00,0
4.523570962357031711e+00,1.390402664379855491e+00,0
5.420181393356253707e-01,2.366397755928475011e+00,0
4.694285272219201666e+00,3.526310970771394881e+00,0
6.568322457956988103e+00,4.957627209728244111e+00,0
3.157923853582825235e-01,1.077209214252990765e+00,0
1.451745688355903452e+00,3.334050768160684353e+00,0
1.185197777829289922e+00,1.963347733113325555e+00,0
3.730323439159472620e+00,1.086825962581227767e+00,0
4.404036742076784527e+00,8.184060185129158338e-01,0
6.829912119481682531e+00,2.779374963426879397e+00,0
2.910099160665782669e+00,3.044040376617672905e+00,0
2.711049071938107513e+00,1.577846557211997514e+00,0
3.674968602351708302e+00,4.022404536536225095e+00,0
5.795529068922432359e+00,5.513593071441295734e+00,0
4.635264348304401594e+00,2.331270662612187294e+00,0
2.130170218344620281e+00,5.175734727919617306e+00,0
1.822746929439903241e+00,2.215663813794439108e+00,0
3.448635532199486597e+00,1.586136987384997754e+00,0
2.123779706023468439e+00,3.762113824149085239e+00,0
5.678556401917244756e+00,5.709482612205086127e+00,0
6.861872702600445351e+00,4.226113029711362046e+00,0
1.446195789502036311e+00,9.126303167447218367e-01,0
6.258184471461261111e+00,1.288581135450095339e+00,0
6.468270834872747344e+00,4.805678146237439385e+00,0
1.913122530344834704e+00,4.322883954019880903e+00,0
2.504779243914283526e+00,5.813638861716322381e+00,0
6.521028620968854383e+00,5.777992225146062921e+00,0
6.436250063846373770e+00,5.678559876915530324e+00,0
6.098935562583284842e+00,4.277978053184513740e+00,0
1.890174517456938874e+00,2.815484858375498334e+00,0
6.322138841471145021e+00,3.326975171943267640e+00,0
2.101952562604407770e+00,3.257075352535430568e+00,0
6.227725332557344728e+00,5.967215811802008218e+00,0
5.007145714785884216e+00,1.201364363399686885e+00,0
5.980041757446611150e+00,5.569844533814255483e-01,0
6.908774958763197027e+00,5.272368239855151906e+00,0
1.458643337422740105e+00,3.638417992298053960e+00,0
5.531918776387176884e+00,4.128670054289299785e+00,0
1.021576212539963141e-01,4.036987811017354488e+00,0
5.042425046951776402e+00,4.625359850950133023e+00,0
6.167206839841629318e+00,4.929813352406257287e+00,0
4.652919823639381391e+00,5.174094341299224631e+00,0
1.034029734012361423e+00,4.385494938445624769e+00,0
4.783767370817409770e+00,5.853608087425961060e+00,0
4.186370310515293625e+00,1.235131186835329409e+00,0
3.540098569455095934e+00,1.749587120454720424e+00,0
5.164026787109786021e+00,4.734882353711377334e+00,0
3.491548529527431555e+00,1.468831140189921225e+00,0
2.474827418287233627e+00,4.777742019299042298e+00,0
2.743788035953981019e+00,9.495618454963394850e-01,0
1.766820643778395983e+00,1.249056676303736069e+00,0
1.340474579001055488e+00,5.816332618824668010e+00,0
2.060886255814175172e+00,1.884179129191801083e+00,0
3.045060165933805685e+00,1.999840694426466170e+00,0
8.502207649973307912e-01,4.371800245562630138e+00,0
4.509284693824446855e+00,3.924342416152971413e+00,0
1.965905802274791059e+00,3.363968997518513415e+00,0
2.996657812478613070e-01,5.312784798447995449e+00,0
3.881725471173351760e+00,3.211488867580716722e+00,0
6.788975014136575670e-01,2.843439005814755394e+00,0
9.051510661992110407e-01,4.697899139983012340e+00,0
1.475104731445629591e+00,3.204288003065553170e+00,0
3.109422032168114747e+00,3.408562482949239580e+00,0
4.775753722834487291e+00,4.446912149988262009e+00,0
2.290985871191128176e+00,4.072786636857294695e+00,0
5.913116053709656761e+00,5.997500438309512072e-01,0
5.277052697743641829e+00,5.488930958317252973e-01,0
4.527674939868447934e-02,4.764325902138019764e+00,0
1.702682604225320695e+00,4.613132854376027936e+00,0
4.729609879960182894e+00,1.425176488673968844e+00,0
4.918493753252288769e+00,5.666887685448859457e+00,0
5.742755017586608446e+00,3.816394905788811354e+00,0
5.353864531275257521e-01,1.767486107825863018e+00,0
5.883596131748031866e+00,3.054966969456072157e+00,0
4.188392632364339896e+00,9.367603580179615363e-01,0
5.047414779830283749e-01,3.149154632954096478e+00,0
1.371967131549375774e+00,3.861279628390061447e+00,0
9.301961067077384460e-01,5.567166409072593858e+00,0
3.635301204497522587e+00,1.405890423211990203e+00,0
1.013922765218325361e+00,5.658863884821975887e+00,0
2.242555291370465387e+00,4.251829290955775775e+00,0
3.250962001681072522e+00,4.118429980097211285e+00,0
5.785515296462913959e+00,2.495444126381344052e+00,0
6.410804602591744228e+00,3.785545521844838390e+00,0
4.138118266715287596e+00,7.633111924637387968e-01,0
2.428203560944834027e+00,4.793651084979599908e+00,0
5.152183958872487146e+00,3.687852214025488351e+00,0
2.741188372524201444e+00,4.604338275688083293e+00,0
4.407544717153221825e+00,3.851623266051163341e+00,0
3.446048395127025987e-01,5.102097592974427442e+00,0
2.076535949599254138e+00,1.395439035589119525e+00,0
1.565918969567316577e+00,3.410022028853617826e+00,0
4.763948761127930198e-01,3.822514231953442199e+00,0
1.197666438134356470e+00,5.645203439839487025e+00,0
5.227294229885361077e+00,5.155016124260787258e+00,0
6.548322589198342314e+00,1.604889968453601545e+00,0
4.458158855065346593e+00,5.219114003660751067e+00,0
6.425665471613605462e+00,5.006005609192221151e+00,0
1.601569133168724957e+00,2.683815591334675510e+00,0
4.400712068912607577e+00,5.289666564419929884e+00,0
3.276519206019760322e+00,2.026206146161374733e+00,0
5.397208807640531347e+00,5.054784148742470506e+00,0
3.291278643870717779e+00,5.077165163913054613e+00,0
3.111056654853734837e+00,2.079414163495055590e+00,0
2.822198052865605433e+00,4.903459015299620027e+00,0
2.323444122672632339e+00,3.525241259980004926e+00,0
2.901477927139380686e+00,4.373632435462657675e+00,0
2.542549869493990755e+00,1.527728780314626889e+00,0
2.832626453930852772e+00,2.139555480608256843e+00,0
1.724039210467870342e+00,1.328492087068045890e+00,0
3.220259379564999191e-01,4.098516885240748309e+00,0
3.317435980523098654e-02,4.558714894881213731e+00,0
1.143071048029440151e+00,1.320536730447453344e+00,1
2.507034250822798960e+00,3.146796426856760309e+00,0
6.557814475060198767e+00,1.362090405163819185e+00,0
1.792878334611334834e+00,4.742860061688090489e+00,0
4.754855705162612800e+00,6.381919214851073940e-01,0
6.394089668704218354e+00,1.170193831363765646e+00,0
1.537658921696329895e+00,4.100722517694677549e+00,0
2.482779119163533110e+00,1.189348669006353054e+00,0
4.477187489281826416e+00,5.080118901030342471e+00,0
6.068152974220743623e+00,5.550452992117621775e+00,0
3.934947726387728051e-01,4.780115764324805561e+00,0
5.383365936499448168e+00,4.812178370613820810e+00,0
2.718408671191224535e+00,1.719083555868455404e+00,0
9.996744687079297531e-01,4.189007916512379914e+00,0
1.434287991793046224e+00,3.721289052015894772e+00,0
2.353511976388318327e+00,5.649526081350511930e+00,0
3.625278227737616543e+00,1.113614531969314481e+00,0
3.283652380257480741e-01,9.823023850721439576e-01,0
6.537763338967680582e+00,2.316957041547190954e+00,0
1.710147415772541368e+00,4.645271391740369182e+00,0
5.524377928635220147e-01,4.172715094594504848e+00,0
6.442398124945938775e+00,5.903651659308126298e+00,0
4.637349507509475721e+00,5.097430685187525512e+00,0
5.344675055483990356e+00,2.324953421297349720e+00,0
1.641919171524474919e-01,2.630826621747868188e+00,0
4.786873255218746515e-01,2.466031112365991262e+00,0
6.720011185357946282e+00,5.469092387500759322e+00,0
2.209043439458242108e+00,5.834207302145379970e+00,0
1.117804097980081984e-01,5.367575372210830587e+00,0
2.991607890943260628e+00,5.362434120106886581e+00,0
3.319005299225265215e+00,4.989218680113542526e+00,0
3.987002530351300145e+00,3.119433503810134400e+00,0
5.689524805717010913e+00,2.294517825879530015e+00,0
5.894664892610472773e-01,2.562088790832200313e+00,0
3.382928178861446256e+00,1.065840896669868698e+00,0
3.051565057685231785e+00,4.891695383742017178e+00,0
7.566588579824949923e-01,3.904011871947459689e+00,0
5.280936698224846459e+00,2.405890212304567566e+00,0
2.689202992710525209e+00,4.411392092403988663e+00,0
4.749799472487444829e-01,3.823364561650048898e+00,0
6.937256669046257151e+00,2.280636315442281514e+00,0
3.447678269885441349e+00,5.936987744702872050e+00,0
7.788181678010170916e-01,5.075814796308244503e+00,0
6.297750717639769569e+00,2.714923034939098034e+00,0
2.264211433621043046e+00,3.688861784537645683e+00,0
2.493159897297046790e+00,1.735080129504480206e+00,0
6.231156503540574709e-01,3.636185784294073464e+00,0
2.303761487646303507e+00,1.755812991116765254e+00,0
3.204130467655204484e+00,1.550412205860231429e+00,0
6.336858249066708915e+00,4.233107634876724035e+00,0
5.339636205150014803e+00,2.990834477491377097e+00,0
1.046918096501730400e+00,1.041613656475932848e+00,1
5.886791698756191904e-01,4.319934761392959288e+00,0
2.682611506290673020e+00,2.489506867143741697e+00,0
5.469383844036335596e+00,4.627701239286698964e+00,0
2.673903925473715137e+00,2.444968934126788618e+00,0
6.028106715011368522e+00,4.441142138838075404e+00,0
4.037755662412700453e+00,5.037420556071877442e+00,0
2.947532294468119485e+00,3.137837918635733914e+00,0
2.348479066591070197e+00,1.238453480091356695e+00,0
3.789689713142893268e+00,2.768068278091877943e+00,0
6.774100148109522657e+00,2.681468839463205356e+00,0
5.927924664908795771e-01,2.113774736589589143e+00,0
3.523112963875825454e-02,4.254967896161423013e+00,0
5.489047114072363343e+00,4.223836063788233730e+00,0
4.881806190056092731e+00,5.926136997486057822e-01,0
5.219289724448883838e+00,5.035430663571652588e+00,0
3.945128496862883027e-01,4.081650299794291392e+00,0
1.951832579744984031e+00,1.181870240772003200e+00,0
6.673551699705872586e+00,3.449251340068885341e+00,0
4.610943389658684666e+00,4.614979045410224856e+00,0
6.691752455981728964e+00,2.763418577093732953e+00,0
5.174652466912758264e+00,1.917714889762650587e+00,0
5.700076268596514950e+00,5.662703275080986032e+00,0
2.321806716201837428e+00,1.100308374037750614e+00,0
6.651885232118974756e+00,1.576477878580527570e+00,0
8.419070311403371587e-01,5.336881848074400025e+00,0
3.123544885372801172e+00,8.774734186181434303e-01,0
6.714489630031659217e+00,1.851452093724364589e+00,0
1.591223560973544782e+00,4.252785550806443382e+00,0
3.569103230590702225e+00,3.823919980278961184e+00,2
1.727229063559318378e+00,4.232410614363290691e+00,0
2.754044243121716029e+00,2.330462207849021805e+00,0
3.605159747576659690e+00,3.205493543182657223e+00,0
3.592478592350201172e+00,2.798438358406020399e+00,0
6.266472602632943811e+00,2.727920372465419074e+00,0
4.802141519876219178e+00,7.797074267979080542e-01,0
1.215782604417989798e+00,1.667898280070897910e+00,0
5.813511412351255458e+00,2.355576336317995345e+00,0
5.635674031397890360e+00,4.295793768076928032e+00,0
6.057898372983649082e+00,3.864136067911180028e+00,0
3.728154981750623431e+00,5.261597957713436635e+00,0
1.964979952534140484e+00,3.238220137416951250e+00,0
2.790748141918433678e+00,3.950192359530158015e+00,0
1.113485443490221494e+00,3.287044258616137693e+00,0
3.188286013639099803e+00,6.857941126159818879e-01,0
3.820434442219506899e+00,4.900705031140200063e+00,0
6.809034229598632137e+00,5.019334454770000065e+00,0
4.077546637466294754e+00,3.549248253108457707e+00,0
1.105373661227048387e+00,3.487475605165289760e+00,0
2.792694261288857227e-01,3.510610796856305615e+00,0
4.842150666732323749e+00,8.830967563699774203e-01,0
2.499855511991891710e+00,2.266066464411989223e+00,0
2.871494334159366613e+00,2.327773599593448317e+00,0
6.905400037406272951e+00,2.891485307644838354e+00,0
9.652825471595637419e-01,4.915157100553782854e+00,0
4.389832593500124780e+00,3.076783297685538265e+00,0
1.746399444123270639e+00,1.808062436599020550e+00,0
5.417293418478067224e+00,1.712460062591743215e+00,0
3.711815423724559082e+00,1.148285745882796638e+00,0
4.719712329287614416e+00,2.882160646227531764e+00,0
4.376340110500302139e+00,4.759696318326840370e+00,0
4.428273641388624782e+00,4.276581527753087641e+00,2
5.752199174915855195e+00,4.951381640424092900e+00,0
1.690608852905893578e+00,1.385600744368516546e+00,0
5.762744751918869035e+00,2.055506539578726422e+00,0
4.891506441777944580e+00,4.543635086791376843e+00,0
1.820716075154630964e+00,2.820715773942907845e+00,0
1.308834926449225167e+00,3.803522020182393160e+00,0
5.646323924371200675e+00,1.282309179115723285e+00,0
6.179177516936166903e+00,2.568077714252924970e+00,0
3.028328040657592979e+00,3.613350315538381263e+00,0
3.441250726096778401e+00,8.555017814104348695e-01,0
6.278716704994452336e+00,1.138495700911225761e+00,0
6.610451939778966945e+00,9.365717128916453138e-01,0
1.020211622924227735e+00,3.300856020905496901e+00,0
6.892081667509176057e+00,2.002673622504894002e+00,0
3.868344909554665811e+00,2.544136581039593281e+00,0
3.770220028673139989e+00,3.698142840542024246e+00,2
1.547441335964168552e+00,2.184116176291621692e+00,0
6.976288761002678029e+00,5.751438375184351415e+00,0
3.713504967433609139e+00,2.927526588667233476e+00,0
1.637188943101576033e+00,1.853961599001710425e+00,0
4.217002125748126495e+00,5.843582810895537882e+00,0
6.370991138020597688e+00,6.979132503587466285e-01,0
6.540419581755302580e+00,2.569103969496896678e+00,0
5.244880014685887382e+00,2.128347668780248725e+00,0
4.296943693408866061e+00,5.370783629577323914e+00,0
1.922815401924081513e+00,2.601116582591214588e+00,0
3.648486200423062265e+00,4.929242383106668512e+00,0
3.300072245892201384e+00,5.336489449074020897e+00,0
5.451406440946082732e-01,5.791160931702277193e-01,0
7.960841825355208234e-02,2.970219917713598612e+00,0
4.755201870999787417e+00,5.731179243911265431e+00,0
4.093169185851405878e+00,2.598739540040220231e+00,0
3.103323147803526805e+00,1.317166454180790591e+00,0
6.055837774844341048e+00,3.902156054532701202e+00,0
2.656188835812198779e+00,5.674557703916724094e+00,0
3.617677349457373737e+00,1.079125553621578470e+00,0
4.050265966731992684e+00,3.456804831942311473e+00,0
3.043328882401333146e+00,3.365071000797675183e+00,0
4.445433322840430246e-01,4.907958431805462318e+00,0
5.111596026237983814e+00,3.529320628782461000e+00,0
4.010655629804468880e+00,2.447227250218110939e+00,0
4.573313454990838522e+00,4.529180447051080804e+00,0
9.282984179392999025e-01,3.257537975549009257e+00,0
1.088566657152715944e+00,1.516901060736176365e+00,1
1.368442648040680609e+00,4.236497288166886754e+00,0
3.523917488755683447e-01,4.617262427442136996e+00,0
5.051511482957321775e+00,3.349817028820594622e+00,0
5.772822818660127808e+00,2.980167411092506491e+00,0
1.878483003577439581e+00,5.873313850635039302e+00,0
6.712805467406319782e-01,4.300053350105352834e+00,0
6.286487597081777068e+00,4.296472929518012407e+00,0
2.364109253612966643e+00,2.248893333302191877e+00,0
6.333799855812555890e+00,3.856258313237527879e+00,0
3.897544928805294795e+00,3.767928836133035198e+00,2
6.428299485445760908e+00,2.178701171541518544e+00,0
2.781916415147817734e+00,1.575349115320812343e+00,0
3.268937282741774197e+00,2.967900964680651121e+00,0
3.604099655050969631e+00,4.642687689401592266e+00,0
1.695902785212588304e+00,1.690716119901348957e+00,1
1.446657252836709873e+00,1.190856363224472636e+00,0
3.612311480586219758e+00,3.308006712313833031e+00,0
4.259448958251181416e+00,2.421676943015356187e+00,0
3.842199496403487569e+00,1.554217655733991288e+00,0
5.753167737708113627e+00,1.221216203861727356e+00,0
2.943052053099339815e+00,4.158770737245017557e+00,0
6.106065074179518604e+00,4.818367644544697015e+00,0
5.770341963514910688e+00,5.135422630060498150e+00,0
4.677326712271440701e-01,4.708835561429447480e+00,0
5.787128229352554776e+00,5.366252587296603593e+00,0
3.747403741873706062e-02,3.931977948893629726e+00,0
5.551730818716477778e+00,2.750716586174412726e+00,0
3.622900948715299663e-01,2.002204867973516933e+00,0
6.421492091277491099e+00,1.188663726053531100e+00,0
3.290493827512527947e+00,4.980709477729664769e+00,0
3.270886761399836029e+00,4.509709462146084924e+00,0
3.177684011012669729e-01,3.422655124380764136e+00,0
3.846901285598602449e+00,5.264815357218975755e+00,0
5.748642810749990950e+00,9.515194640919029112e-01,0
2.714006920354853580e+00,5.200017936407930641e+00,0
4.989391069389402800e-01,1.368996056897367808e+00,0
6.704899509107596245e+00,5.229963192913145598e+00,0
3.643973136632749021e+00,5.841200488626322240e+00,0
5.715967268589923655e+00,4.242975275159015958e+00,0
3.961639984087279576e+00,5.140754456139852158e-01,0
4.961438090395770217e+00,5.240775749341635148e+00,0
3.654678664399043875e+00,1.519893384524440005e+00,0
3.238482421404269118e+00,5.003095639016302831e-01,0
1.331963206943735933e+00,1.244645593445884213e+00,1
2.571491036432741240e+00,3.382495912177796882e+00,0
1.384559987357442123e+00,1.883124602641695011e+00,0
3.466003649013815302e+00,2.476996928861511016e+00,0
6.585687814978587795e+00,2.626132878638132606e+00,0
1.219462828164961321e+00,4.711680809050093011e+00,0
7.172378379911078516e-01,4.471849053287301423e+00,0
5.904571744680562340e+00,5.289043470165011307e+00,0
3.234005729501737036e+00,5.210277880182037080e+00,0
2.817842010986224999e+00,4.900390569338465951e+00,0
6.946724302462440548e+00,2.971779639781044313e+00,0
1.028455431852334012e+00,4.837467487856031312e+00,0
1.786823868167388696e+00,1.647361338805247932e+00,0
1.921086022945927674e+00,3.115372385955410994e+00,0
1.337428314450815336e-01,9.684169173210157577e-01,0
1.076972362357491608e+00,3.374579166765662386e+00,0
4.026104342075276676e+00,3.972082585892855011e+00,2
2.393730810193491099e+00,4.273975113633715850e+00,0
6.231699515965280156e+00,5.621852520331724890e+00,0
4.630348629431728646e+00,5.383856211468740938e+00,0
3.478996898270986904e+00,2.296191867702639833e+00,0
3.816388001803599828e+00,3.446652245878871312e+00,0
7.768241692844742863e-01,6.554774737660364892e-01,0
4.420721854110847282e+00,3.980699549367817447e+00,0
2.814168493754197087e+00,3.152883359173936917e+00,0
2.580909764843321241e+00,4.284812514296636010e+00,0
1.815351642205923710e+00,2.176756595934183469e+00,0
1.556255758641256426e+00,2.516483571418774545e+00,0
2.286918895271586649e+00,1.058807892748404367e+00,0
5.613419112851589787e+00,1.885664428517122460e+00,0
2.604968474505511833e-01,3.857668347803286046e+00,0
3.075861285067070794e-01,2.510644490487282443e+00,0
5.716500851794878102e+00,2.655102816920950737e+00,0
5.944780858808824675e+00,1.711121436283414621e+00,0
6.595720951133053234e+00,1.780993477495222077e+00,0
8.071694197653763933e-03,4.646661949148730208e+00,0
2.790144814565461928e+00,9.759528070556722223e-01,0
3.554305408786478715e+00,9.219604120874818065e-01,0
3.985058229604627189e-01,2.402005266912299319e+00,0
5.396482964738733124e+00,5.967378022636770085e-01,0
6.671035087334129088e+00,5.227015235723142972e+00,0
3.846108535239215698e+00,2.413429762516745125e+00,0
6.265080441758819063e+00,5.944820270550156494e+00,0
2.157803244452360047e+00,1.216135529543314497e+00,0
3.315765316506237959e+00,4.593411646909193458e+00,0
3.405824569458439921e+00,1.862889804692494877e+00,0
2.420704712361349653e+00,4.203024282534620681e+00,0
1.474785836328102340e+00,1.267598622610344172e+00,0
1.612597241407457554e-02,5.288801158938071012e+00,0
5.499845618627947630e+00,3.190891474119440296e+00,0
5.481801410813782915e+00,5.583312018055697656e+00,0
5.446150003244923710e+00,5.126000308150582718e+00,0
1.771806133333921673e+00,2.706329978164136563e+00,0
3.159510351292159847e+00,3.984313579739247047e+00,0
4.612171511866392848e+00,4.347796926342281765e+00,0
3.033911871132686233e+00,9.458017394658861932e-01,0
4.268522277037472001e+00,1.589260068789608571e+00,0
3.863867597610570748e+00,2.788778234425309588e+00,0
2.045806107227892412e-01,1.461504466569189642e+00,0
5.257356822243982819e+00,5.927907871511453486e+00,0
2.282688768459992801e+00,4.470279315609033688e+00,0
3.670633126529351031e+00,5.193250045248642977e+00,0
5.252133762866194822e+00,5.700113875362620153e-01,0
4.237966411589791704e+00,5.262424244944726937e+00,0
2.838081153193353412e+00,4.917764802603320717e+00,0
3.061826389876791676e+00,1.572077157265762803e+00,0
4.795382418296928684e+00,3.130348033054850099e+00,0
5.315830027155384663e+00,4.953565196649784674e+00,0
2.783883988670459608e+00,3.454133943324825928e+00,0
1.103648114585087825e+00,1.996694958085598381e+00,0
3.843643177514746156e+00,2.536896302381885349e+00,0
6.285428328136368314e+00,4.809170523206442560e+00,0
2.309939800239174001e+00,5.077997711713661211e+00,0
6.732333774029594764e+00,4.974622478498166522e+00,0
1.613271042556948531e+00,2.870546576219995316e+00,0
2.902325415051433488e+00,5.779654605584348737e+00,0
6.806021731601823888e+00,8.763175843290079703e-01,0
5.298501638151613680e-01,2.770495468623720203e+00,0
5.864613332875855178e+00,3.146372643783818202e+00,0
1.112265850609949425e+00,2.953064519987680825e+00,0
4.721271959781121907e+00,5.551024095767421507e+00,0
1.779670368172197037e+00,3.779712632967155095e+00,0
4.283057362530864332e+00,1.553193263030185678e+00,0
3.974260255690718946e+00,1.660004920165289333e+00,0
6.479731981546303032e+00,5.187330707120702655e+00,0
2.515600545185506132e+00,5.010761317044863716e+00,0
2.262395324836062205e+00,3.892422198593415761e+00,0
1.462896938191331042e+00,3.032369257685637365e+00,0
4.270274259248460602e+00,5.985030758410247564e+00,0
5.440846950539011573e+00,4.383349730696069813e+00,0
5.574831485444581070e+00,1.784040267487696063e+00,0
5.055136699290562419e+00,3.438777750936878874e+00,0
6.648885029055850104e+00,5.586957375568315953e+00,0
8.856667548750863928e-01,3.439240168463056690e+00,0
8.234711891401919059e-01,3.273643424552437953e+00,0
1.096486974921297319e+00,7.700941165352204187e-01,0
4.342313452797625928e+00,6.988905560602727274e-01,0
5.647263803642744051e+00,1.817592935231376217e+00,0
4.543873709592517685e+00,4.180454036326004541e+00,0
4.491924423853634885e-01,5.801638682643413425e+00,0
1.973340655145836564e+00,1.388049072019276853e+00,0
3.490247766026265630e+00,2.846010645057342359e+00,0
2.027174293793390536e+00,3.394881212366134271e+00,0
1.432297298979187117e+00,1.617941868622439161e+00,1
1.013263212216017006e+00,2.371232829817261134e+00,0
6.722684567886307860e+00,1.141064698482379569e+00,0
5.988065779488116469e+00,1.191912782583849140e+00,0
5.599017958490496438e-01,1.593427502291689501e+00,0
